category,to_geocode,google_maps_address,latitude,longitude,electricity_kwh_2014,electricity_kwh_2015,electricity_kwh_2016,electricity_kwh_2017,electricity_kwh_2018,gas_kwh_2014,gas_kwh_2015,gas_kwh_2016,gas_kwh_2017,gas_kwh_2018
Office Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Office Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Office Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Office Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Other Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Office Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 7 ireland,,,,12217.13,104860.47285714284,97103.87142857142,90967.37571428572,114252.3,78176.6775,156934.69625,147236.11,146389.69625,200662.6975
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Education Building,dublin institute of technology Dublin 8 ireland,,,,448461.5018181818,446433.17545454536,435801.1081818182,370874.28454545455,406640.6363636364,566598.517,683817.746,390029.492,358915.813,696341.024
Other Building,dublin port company Co. Dublin ireland,,,,0.0,0.0,29.0,17175.33,5786.0,,,,,
Other Building,dublin port company Co. Dublin ireland,,,,0.0,0.0,29.0,17175.33,5786.0,,,,,
Office Building,dublin port company Co. Dublin ireland,,,,0.0,0.0,29.0,17175.33,5786.0,,,,,
Office Building,dublin port company Co. Dublin ireland,,,,0.0,0.0,29.0,17175.33,5786.0,,,,,
Other Building,dublin port company Co. Dublin ireland,,,,0.0,0.0,29.0,17175.33,5786.0,,,,,
Other Building,dublin port company Co. Dublin ireland,,,,0.0,0.0,29.0,17175.33,5786.0,,,,,
Other Building,dublin port company Co. Dublin ireland,,,,0.0,0.0,29.0,17175.33,5786.0,,,,,
Office Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Office Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Office Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Office Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Office Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Office Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Office Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Other Building,dublin port company Dublin 1 ireland,"Port Centre, Alexandra Rd, North Dock, Dublin, D01 H4C6, Ireland",53.3505749,-6.2255976,97505.25294117648,109599.84235294117,103555.19764705884,81034.87647058823,74385.5105882353,311389.43,376006.49,407959.25,343691.98,384337.22
Education Building,dublin port company Dublin 2 ireland,,,,0.0,9872.0,14524.0,16867.0,21570.0,,,,,
Other Building,dublin port company Dublin 3 ireland,,,,70587.8675,66316.3775,59455.0,54418.005,53624.27,369359.08,350749.01,350621.83,290183.32,304882.31
Other Building,dublin port company Dublin 3 ireland,,,,70587.8675,66316.3775,59455.0,54418.005,53624.27,369359.08,350749.01,350621.83,290183.32,304882.31
Office Building,dublin port company Dublin 3 ireland,,,,70587.8675,66316.3775,59455.0,54418.005,53624.27,369359.08,350749.01,350621.83,290183.32,304882.31
Other Building,dublin port company Dublin 3 ireland,,,,70587.8675,66316.3775,59455.0,54418.005,53624.27,369359.08,350749.01,350621.83,290183.32,304882.31
Other Building,dublin port company Dublin 3 ireland,,,,70587.8675,66316.3775,59455.0,54418.005,53624.27,369359.08,350749.01,350621.83,290183.32,304882.31
Other Building,dublin port company Dublin 3 ireland,,,,70587.8675,66316.3775,59455.0,54418.005,53624.27,369359.08,350749.01,350621.83,290183.32,304882.31
Education Building,dublin west education centre Dublin 24 ireland,"Tallaght, Dublin, Ireland",53.29159689999999,-6.3661805,51950.02,43800.0,43350.0,47000.0,40999.0,47241.35,39055.7,48645.76,50246.81,53697.86
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Education Building,"dun laoghaire institute of art, design & technology  Co. Dublin ireland","Kill Ave, Woodpark, Dublin, A96 KH79, Ireland",53.2805149,-6.1523205,430324.73,434075.9625,450243.6575,476413.595,484923.0,286732.42,324960.83166666667,348358.5633333333,377668.1516666667,357733.1983333334
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Office Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Office Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Education Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Education Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
