category,to_geocode,google_maps_address,latitude,longitude,electricity_kwh_2014,electricity_kwh_2015,electricity_kwh_2016,electricity_kwh_2017,electricity_kwh_2018,gas_kwh_2014,gas_kwh_2015,gas_kwh_2016,gas_kwh_2017,gas_kwh_2018
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Office Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Office Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
Other Building,dun laoghaire-rathdown county council Co. Dublin ireland,"2 Marine Rd, Dún Laoghaire, Dublin, A96 K6C9, Ireland",53.2943137,-6.1343236,28582.44095999997,34155.25055999997,33042.83952,32316.80032,33292.10896,152535.54354838707,148606.65258064523,142945.43967741937,160601.24387096777,141990.83193548387
